"","lccode","year","campaign","location","cyear","target","tccode","navco1designation","camp_orgs","camp_size","camp_size_est","camp_conf_intensity","rad_flank","resis_meth","cdivers_gender","cdivers_age","cdivers_class","cdivers_urbrural","cdivers_ideol","cdivers_party","cdivers_regional","cdivers_ethnicity","cdivers_religion","camp_goals","goalschange","camp_structure","pi_educ","pi_socwel","pi_tradmedia","pi_newmedia","pi_police","pi_army","pi_dispute","media_outreach","repression","discrim","ab_domestic_con","ab_inter_con","ab_inter_reper","camp_backlash","sec_defect","state_defect","dom_media","regime_support","wdrwl_support","camp_support","ingo_support","dias_support","sdirect","slifted","in_media","success","progress","pop_opinion","reliability","id","prim_method"
"992",840,1998,"New People's Army","Philippines",1,"Filipino government","840",0,1,1,0,2,0,0,1,1,1,1,0,0,1,1,0,2,0,1,1,1,1,0,1,1,1,1,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,150,0
"993",840,1976,"New People's Army","Philippines",1,"Filipino government","840",0,0,1,0,2,0,0,1,1,1,0,0,0,1,1,0,2,0,1,1,1,1,0,1,1,0,1,3,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,150,0
"994",840,1986,"New People's Army","Philippines",1,"Filipino government","840",0,0,2,1,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1,1,1,1,0,1,1,1,1,3,0,0,0,0,3,1,0,2,1,0,1,0,0,0,0,2,0,2,1,3,150,0
"995",840,2000,"New People's Army","Philippines",1,"Filipino government","840",0,0,1,0,3,0,0,1,1,1,1,0,0,1,1,0,2,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,150,0
"996",840,1997,"New People's Army","Philippines",1,"Filipino government","840",0,0,1,0,2,0,0,1,1,1,1,0,0,1,1,0,2,0,1,1,1,1,0,1,1,1,1,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,150,0
"997",840,1999,"New People's Army","Philippines",1,"Filipino government","840",0,0,2,1,2,0,0,1,1,1,1,0,0,1,1,0,2,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,150,0
"998",840,1994,"New People's Army","Philippines",1,"Filipino government","840",0,0,1,0,2,0,0,1,1,1,1,0,0,1,1,0,2,0,1,1,1,1,0,1,1,1,1,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,150,0
"999",840,1987,"New People's Army","Philippines",1,"Filipino government","840",0,0,2,1,0,0,0,1,1,1,0,0,0,1,1,0,2,0,1,1,1,1,0,1,1,1,1,3,0,1,1,0,3,0,0,2,1,0,1,0,0,0,0,2,0,0,1,3,150,0
"1000",840,1975,"New People's Army","Philippines",1,"Filipino government","840",0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1,1,1,1,0,1,1,0,1,3,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,150,0
"1001",840,1983,"New People's Army","Philippines",1,"Filipino government","840",0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,2,0,1,1,1,1,0,1,1,1,1,3,0,1,1,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,150,0
"1002",840,1988,"New People's Army","Philippines",1,"Filipino government","840",0,0,2,1,0,0,0,1,1,1,1,0,0,1,1,0,2,0,1,1,1,1,0,1,1,1,1,3,0,1,1,0,2,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2,150,0
"1003",840,1985,"New People's Army","Philippines",1,"Filipino government","840",0,0,2,1,1,0,0,1,1,1,1,0,0,1,1,0,2,0,1,1,1,1,0,1,1,1,1,3,0,0,1,0,3,0,0,2,0,0,1,0,0,0,0,2,0,1,0,3,150,0
"1004",840,1989,"New People's Army","Philippines",1,"Filipino government","840",0,0,2,1,1,0,0,1,1,1,1,0,0,1,1,0,2,0,1,1,1,1,0,1,1,1,1,3,0,1,1,0,3,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,150,0
"1005",840,2002,"New People's Army","Philippines",1,"Filipino government","840",0,0,2,1,3,0,0,1,1,1,1,0,0,1,1,0,2,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,2,0,0,1,2,150,0
"1006",840,2003,"New People's Army","Philippines",1,"Filipino government","840",0,0,2,1,3,0,0,1,1,1,1,0,0,1,1,1,2,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,3,0,1,2,1,0,0,0,0,0,0,2,0,0,1,2,150,0
"1007",840,1974,"New People's Army","Philippines",1,"Filipino government","840",0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1,1,1,1,0,1,1,0,1,3,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,150,0
"1008",501,1965,"NFDLM secessionists","Kenya",1,"secession","501",0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,1,3,1,1,0,0,3,1,0,1,0,0,1,0,0,1,0,1,0,0,0,2,142,0
"1009",501,1966,"NFDLM secessionists","Kenya",1,"secession","501",0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,1,3,1,1,0,0,2,0,0,2,1,0,1,0,1,0,0,1,0,0,0,NA,142,0
"1010",501,1968,"NFDLM secessionists","Kenya",2,"secession","501",0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,1,2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,NA,142,0
"1011",501,1964,"NFDLM secessionists","Kenya",0,"secession","501",0,2,1,0,1,0,0,1,1,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,3,1,1,0,1,0,1,0,1,0,0,0,0,0,0,3,142,0
"1012",501,1967,"NFDLM secessionists","Kenya",1,"secession","501",0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,3,1,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,NA,142,0
"1013",436,1991,"Niger Anti-Military","Niger",0,"Military rule","436",1,1,3,2,0,2,0,1,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,151,1
"1014",436,1992,"Niger Anti-Military","Niger",2,"Military rule","436",1,0,3,2,0,1,0,1,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,1,1,4,0,2,151,1
"1015",475,1996,"Nigeria Anti-Military","Nigeria",1,"Military rule","475",1,3,1,0,2,2,0,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,1,NA,NA,NA,NA,1,3,1,1,1,1,2,1,1,2,0,0,1,1,1,1,0,1,0,0,NA,2,152,1
"1016",475,1997,"Nigeria Anti-Military","Nigeria",1,"Military rule","475",1,0,1,0,1,2,0,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,1,NA,NA,NA,NA,1,3,0,1,1,1,2,1,1,2,0,0,1,1,1,1,0,1,0,0,NA,2,152,1
"1017",475,1995,"Nigeria Anti-Military","Nigeria",1,"Military rule","475",1,0,1,0,1,2,0,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,1,NA,NA,NA,NA,1,3,1,1,1,1,2,1,1,2,0,0,1,1,1,1,0,2,0,3,NA,2,152,1
"1018",475,1993,"Nigeria Anti-Military","Nigeria",0,"Military rule","475",1,11,5,3,1,2,0,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,1,NA,NA,NA,NA,1,3,1,1,1,1,3,1,1,2,0,0,1,1,1,1,0,2,0,0,NA,3,152,1
"1019",475,1998,"Nigeria Anti-Military","Nigeria",2,"Military rule","475",1,6,1,0,1,2,0,0,0,1,1,1,1,1,1,1,0,0,0,NA,NA,1,NA,NA,NA,NA,1,3,0,1,1,1,3,1,NA,2,0,0,1,1,1,1,0,2,1,4,NA,2,152,1
"1020",475,1994,"Nigeria Anti-Military","Nigeria",1,"Military rule","475",1,8,5,3,1,2,0,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,1,NA,NA,NA,NA,1,3,1,1,1,1,2,1,1,2,0,0,1,1,1,1,0,1,0,3,NA,2,152,1
"1021",475,1949,"Nigerian Independence Movement","Nigeria",1,"British occupation","200",1,1,3,2,2,2,0,1,1,1,1,1,1,1,1,1,4,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,153,1
"1022",475,1947,"Nigerian Independence Movement","Nigeria",1,"British occupation","200",1,1,3,2,2,1,0,1,1,1,1,1,1,1,1,1,4,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,3,153,1
"1023",475,1946,"Nigerian Independence Movement","Nigeria",1,"British occupation","200",1,1,3,2,2,1,0,1,1,1,1,1,1,1,1,1,4,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,2,0,0,0,0,1,0,0,0,0,0,NA,3,153,1
"1024",475,1950,"Nigerian Independence Movement","Nigeria",2,"British occupation","200",1,4,3,2,2,2,0,1,1,1,1,1,1,1,1,1,4,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,3,NA,2,153,1
"1025",475,1948,"Nigerian Independence Movement","Nigeria",1,"British occupation","200",1,2,3,2,2,1,0,1,1,1,1,1,1,1,1,1,4,0,0,0,0,1,0,0,0,0,1,2,0,0,NA,NA,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,153,1
"1026",475,1945,"Nigerian Independence Movement","Nigeria",0,"British occupation","200",1,11,2,1,2,1,0,1,1,1,0,1,1,0,1,NA,4,0,0,0,0,1,0,0,0,0,1,1,0,1,NA,NA,3,0,0,2,0,0,0,0,1,0,0,0,0,3,0,3,153,1
"1027",475,1982,"Nigerian Muslim fundamentalists","Nigeria",1,"Nigerian govt","475",0,0,1,0,0,0,0,1,1,1,1,0,NA,1,1,0,3,0,0,1,1,0,0,0,1,0,0,3,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,154,0
"1028",475,1983,"Nigerian Muslim fundamentalists","Nigeria",1,"Nigerian govt","475",0,0,1,0,0,0,0,1,1,1,1,0,NA,1,1,0,3,0,0,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,154,0
"1029",475,1981,"Nigerian Muslim fundamentalists","Nigeria",1,"Nigerian govt","475",0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,3,0,0,1,1,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,154,0
"1030",475,1980,"Nigerian Muslim fundamentalists","Nigeria",0,"Nigerian govt","475",0,1,1,0,0,0,0,1,1,1,1,0,NA,1,1,0,3,0,1,1,1,0,0,0,1,0,0,3,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,154,0
"1031",475,1984,"Nigerian Muslim fundamentalists","Nigeria",2,"Nigerian govt","475",0,0,1,0,0,0,0,1,1,1,1,0,NA,1,1,0,3,0,0,1,1,0,0,0,1,0,0,3,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,154,0
"1032",817,1965,"North Vietnam (National Liberation Front) Anti-Occupation","Vietnam",1,"U.S. occupation","2",0,0,3,2,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,1,1,0,3,0,0,2,1,0,1,0,0,0,0,2,0,1,1,2,155,0
"1033",817,1963,"North Vietnam (National Liberation Front) Anti-Occupation","Vietnam",0,"U.S. occupation","2",0,4,3,2,2,0,0,1,1,0,1,0,0,1,1,0,5,0,1,1,1,1,0,1,1,1,1,3,1,0,1,0,3,0,0,NA,1,0,1,0,0,0,0,2,0,0,NA,2,155,0
"1034",817,1972,"North Vietnam (National Liberation Front) Anti-Occupation","Vietnam",1,"U.S. occupation","2",0,0,3,2,0,0,0,1,1,1,1,0,0,1,1,1,5,0,1,1,1,1,0,1,1,1,1,3,1,NA,NA,NA,2,1,0,NA,1,0,1,0,0,0,0,2,0,2,1,2,155,0
"1035",817,1966,"North Vietnam (National Liberation Front) Anti-Occupation","Vietnam",1,"U.S. occupation","2",0,0,3,2,0,0,0,1,1,0,1,0,0,1,1,1,5,0,1,1,1,1,0,1,1,1,1,3,1,1,1,0,3,1,0,2,1,0,1,0,0,0,0,2,0,0,1,2,155,0
"1036",817,1968,"North Vietnam (National Liberation Front) Anti-Occupation","Vietnam",1,"U.S. occupation","2",0,0,3,2,0,0,0,1,1,0,1,0,0,1,1,1,5,0,1,1,1,1,0,1,1,1,1,3,1,1,1,0,3,1,1,0,1,0,1,0,0,0,0,2,0,1,1,2,155,0
"1037",817,1970,"North Vietnam (National Liberation Front) Anti-Occupation","Vietnam",1,"U.S. occupation","2",0,0,3,2,0,0,0,1,1,0,1,0,0,1,1,1,5,0,1,1,1,1,0,1,1,1,1,3,1,1,1,0,2,1,NA,NA,1,0,1,0,0,0,0,2,0,0,1,3,155,0
"1038",817,1973,"North Vietnam (National Liberation Front) Anti-Occupation","Vietnam",2,"U.S. occupation","2",0,0,3,2,0,0,0,1,1,1,1,0,0,1,1,1,5,0,1,1,1,1,0,1,1,1,1,3,1,1,1,0,3,1,NA,NA,1,0,1,0,0,0,0,2,1,4,1,2,155,0
"1039",817,1964,"North Vietnam (National Liberation Front) Anti-Occupation","Vietnam",1,"U.S. occupation","2",0,0,3,2,2,0,0,1,1,0,1,0,0,1,1,1,5,0,1,1,1,1,0,1,1,1,1,3,1,1,1,0,3,0,0,NA,1,0,1,0,0,0,0,2,0,1,NA,2,155,0
"1040",817,1967,"North Vietnam (National Liberation Front) Anti-Occupation","Vietnam",1,"U.S. occupation","2",0,0,3,2,0,0,0,1,1,0,1,0,0,1,1,1,5,0,1,1,1,1,0,1,1,1,1,3,1,1,1,0,2,1,0,NA,1,0,1,0,0,0,0,2,0,0,1,3,155,0
"1041",817,1969,"North Vietnam (National Liberation Front) Anti-Occupation","Vietnam",1,"U.S. occupation","2",0,1,3,2,0,0,0,1,1,0,1,0,0,1,1,1,5,0,1,1,1,1,0,1,1,1,1,3,1,1,1,0,2,1,NA,NA,1,0,1,0,0,0,0,2,0,0,1,3,155,0
"1042",817,1971,"North Vietnam (National Liberation Front) Anti-Occupation","Vietnam",1,"U.S. occupation","2",0,0,3,2,0,0,0,1,1,1,1,0,0,1,1,1,5,0,1,1,1,1,0,1,1,1,1,3,1,1,1,0,2,1,NA,NA,1,0,1,0,0,0,0,2,0,2,1,3,155,0
"1043",817,1972,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,0,3,2,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,3,1,0,0,0,2,0,0,NA,1,0,1,0,0,0,0,2,0,1,0,2,156,0
"1044",817,1967,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,0,3,2,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,0,0,0,3,1,1,0,1,0,1,0,0,0,0,2,0,1,1,2,156,0
"1045",817,1964,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,0,3,2,2,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,1,1,0,3,0,1,2,1,0,1,0,0,0,0,2,0,0,0,3,156,0
"1046",817,1960,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,1,2,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,1,0,0,3,0,0,2,1,0,1,0,0,0,0,2,0,0,0,3,156,0
"1047",817,1963,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,0,3,2,2,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,1,NA,0,3,1,0,2,1,0,1,0,0,0,0,2,0,0,0,3,156,0
"1048",817,1966,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,0,3,2,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,3,1,1,NA,NA,3,1,1,2,1,0,1,0,0,0,0,2,0,0,1,3,156,0
"1049",817,1971,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,0,3,2,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,0,0,0,2,0,0,NA,1,0,1,0,0,0,0,2,0,0,0,3,156,0
"1050",817,1968,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,0,3,2,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,0,0,0,3,1,0,NA,1,0,1,0,0,0,0,2,0,1,1,2,156,0
"1051",817,1970,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,0,3,2,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,0,0,0,2,0,0,NA,1,0,1,0,0,0,0,2,0,1,1,2,156,0
"1052",817,1973,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,0,3,2,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,0,0,0,1,0,0,NA,1,0,1,0,0,0,0,2,0,3,NA,3,156,0
"1053",817,1961,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,1,2,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,1,NA,0,3,0,0,2,1,0,1,0,0,0,0,2,0,0,0,3,156,0
"1054",817,1959,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,1,NA,0,3,0,0,2,1,0,1,0,0,0,0,1,0,0,0,3,156,0
"1055",817,1969,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,1,3,2,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,0,0,0,2,0,0,NA,1,0,1,0,0,0,0,2,0,0,1,2,156,0
"1056",817,1974,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,0,3,2,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,0,0,0,3,0,0,NA,1,0,1,0,0,0,0,2,0,0,0,2,156,0
"1057",817,1975,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",2,"government of South Vietnam","817",0,0,2,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,3,1,0,0,0,2,0,0,NA,1,0,1,0,0,0,0,2,1,4,NA,2,156,0
"1058",817,1962,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,0,3,2,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,1,NA,0,3,0,0,2,1,0,1,0,0,0,0,2,0,0,0,3,156,0
"1059",817,1958,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",0,"government of South Vietnam","817",0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,1,NA,0,3,0,0,2,1,0,1,0,0,0,0,2,0,0,0,3,156,0
"1060",817,1965,"North Vietnam (National Liberation Front) Anti-South Vietnam","Vietnam",1,"government of South Vietnam","817",0,0,3,2,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,0,0,0,3,1,1,NA,1,0,1,0,0,0,0,2,0,0,1,2,156,0
"1061",450,1993,"NPFL & ULIMO","Liberia",1,"Johnson regime","450",0,2,2,1,3,0,0,1,1,1,1,NA,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,3,1,0,1,0,3,0,0,1,1,0,1,0,1,0,0,1,0,0,0,3,143,0
"1062",450,1995,"NPFL & ULIMO","Liberia",2,"Johnson regime","450",0,0,2,1,3,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,2,143,0
"1063",450,1992,"NPFL & ULIMO","Liberia",0,"Johnson regime","450",0,4,2,1,3,0,0,1,1,1,1,NA,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,3,NA,NA,1,1,0,1,0,1,0,0,1,0,1,0,2,143,0
"1064",450,1994,"NPFL & ULIMO","Liberia",1,"Johnson regime","450",0,2,2,1,3,0,0,1,1,1,1,NA,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,3,143,0
"1065",553,1958,"Nyasaland African Congress","Malawi",0,"British rule","200",1,1,2,1,0,1,0,1,1,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,NA,2,157,1
"1066",553,1959,"Nyasaland African Congress","Malawi",2,"British rule","200",1,NA,2,1,0,1,0,1,1,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,3,NA,2,157,1
"1067",475,1993,"Ogoni movement","Nigeria",1,"Nigerian govt and corporate exploitation","475",1,0,3,2,1,1,0,NA,1,1,1,NA,NA,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,2,0,0,1,0,0,0,1,0,0,0,1,0,3,1,3,158,1
"1068",475,1995,"Ogoni movement","Nigeria",2,"Nigerian govt and corporate exploitation","475",1,0,NA,NA,0,1,0,NA,1,1,1,NA,NA,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,1,0,0,NA,0,0,0,1,1,1,0,1,0,0,NA,3,158,1
"1069",475,1991,"Ogoni movement","Nigeria",1,"Nigerian govt and corporate exploitation","475",1,0,NA,NA,0,1,0,NA,1,1,1,NA,NA,0,0,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,2,158,1
"1070",475,1992,"Ogoni movement","Nigeria",1,"Nigerian govt and corporate exploitation","475",1,1,NA,NA,0,1,0,NA,1,1,1,NA,NA,0,0,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,2,158,1
"1071",475,1994,"Ogoni movement","Nigeria",1,"Nigerian govt and corporate exploitation","475",1,0,NA,NA,3,2,0,NA,1,1,1,NA,NA,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,NA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,3,158,1
"1072",475,1990,"Ogoni movement","Nigeria",0,"Nigerian govt and corporate exploitation","475",1,3,NA,NA,0,1,0,NA,1,1,1,NA,NA,0,0,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,2,158,1
"1073",369,2003,"Orange Revolution","Ukraine",1,"Kuchma regime","369",1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,3,0,0,2,1,0,0,0,1,0,0,1,0,0,1,3,159,1
"1074",369,2001,"Orange Revolution","Ukraine",0,"Kuchma regime","369",1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,3,1,0,2,1,0,0,0,1,0,0,2,0,0,1,3,159,1
"1075",369,2002,"Orange Revolution","Ukraine",1,"Kuchma regime","369",1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,3,0,0,2,1,0,0,0,1,0,0,1,0,1,1,3,159,1
"1076",369,2004,"Orange Revolution","Ukraine",2,"Kuchma regime","369",1,1,5,3,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,2,0,1,1,0,3,1,1,2,1,0,1,1,1,0,0,2,0,3,1,3,159,1
"1077",404,1973,"PAIGC","Guinea-Biaasu",1,"Portuguese occupation","235",0,0,1,0,3,0,0,0,1,1,1,1,1,1,1,1,5,0,1,1,1,0,0,0,1,0,1,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,160,0
"1078",404,1968,"PAIGC","Guinea-Biaasu",1,"Portuguese occupation","235",0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,5,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,160,0
"1079",404,1974,"PAIGC","Guinea-Biaasu",2,"Portuguese occupation","235",0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,5,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,160,0
"1080",404,1966,"PAIGC","Guinea-Biaasu",1,"Portuguese occupation","235",0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,5,0,1,1,0,0,0,0,1,0,1,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,160,0
"1081",404,1963,"PAIGC","Guinea-Biaasu",0,"Portuguese occupation","235",0,2,1,0,0,0,0,0,1,1,1,0,0,1,1,0,5,0,0,0,0,0,0,0,1,0,NA,3,1,0,0,0,3,0,0,NA,0,0,1,0,0,0,0,0,0,1,NA,2,160,0
"1082",404,1965,"PAIGC","Guinea-Biaasu",1,"Portuguese occupation","235",0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,5,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,160,0
"1083",404,1967,"PAIGC","Guinea-Biaasu",1,"Portuguese occupation","235",0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,5,0,1,NA,0,0,0,0,1,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,160,0
"1084",404,1969,"PAIGC","Guinea-Biaasu",1,"Portuguese occupation","235",0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,5,0,1,1,0,0,0,0,1,0,1,3,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,160,0
"1085",404,1970,"PAIGC","Guinea-Biaasu",1,"Portuguese occupation","235",0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,5,0,1,1,0,0,0,0,1,0,1,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,160,0
