"","X","title.info","date","briefs","story.link"
"131",131,"Meeting with President of Indonesia Joko Widodo","2014-11-10","Vladimir Putin met with President of the Republic of Indonesia Joko Widodo. The two leaders discussed opportunities for developing bilateral economic cooperation.","http://eng.kremlin.ru/news/23213"
"132",132,"APEC CEO Summit","2014-11-10","Vladimir Putin took part in a meeting of the Asia-Pacific Economic Cooperation (APEC) Forum’s CEO Summit on the Asia-Pacific region’s significance for Russia.","http://eng.kremlin.ru/news/23212"
"133",133,"Meeting with the Prime Minister of Japan Shinzo Abe","2014-11-09","Vladimir Putin met with Prime Minister of Japan Shinzo Abe on the sidelines of the APEC summit in Beijing.","http://eng.kremlin.ru/news/23211"
"134",134,"Meeting with President of People’s Republic of China Xi Jinping","2014-11-09","Ahead of the APEC summit, Vladimir Putin met with President of People’s Republic of China Xi Jinping.","http://eng.kremlin.ru/news/23210"
"135",135,"Meeting with President of Chile Michelle Bachelet","2014-11-09","In Beijing, Vladimir Putin met with President of the Republic of Chile Michelle Bachelet to discuss prospects for bilateral relations, including trade.","http://eng.kremlin.ru/news/23209"
"136",136,"Vladimir Putin has arrived in Beijing","2014-11-09","The President of Russia has arrived in Beijing to take part in the Asia-Pacific Economic Cooperation (APEC) summit.","http://eng.kremlin.ru/news/23205"
"137",137,"Meeting with President of Peru Ollanta Humala","2014-11-07","Vladimir Putin met with President of Peru Ollanta Humala.","http://eng.kremlin.ru/news/23198"
"138",138,"Press statement following talks with President of Peru Ollanta Humala","2014-11-07",NA,"http://eng.kremlin.ru/transcripts/23200"
"139",139,"Interview to China's leading media companies","2014-11-06","Vladimir Putin gave an interview to the leading Chinese media outlets in the run up to his visit to the People’s Republic of China where he will take part in the APEC Summit.","http://eng.kremlin.ru/news/23193"
"140",140,"Meeting with permanent members of Security Council","2014-11-06","Vladimir Putin held a briefing session with permanent members of the Security Council.","http://eng.kremlin.ru/news/23194"
"141",141,"Meeting with members of CSTO Parliamentary Assembly","2014-11-06","Vladimir Putin met with members of Collective Security Treaty Organisation Parliamentary Assembly. Current issues in the CSTO’s work were subject of discussion.","http://eng.kremlin.ru/news/23192"
"142",142,"Telephone conversation with President of Finland Sauli Niinisto","2014-11-06","Vladimir Putin had a telephone conversation with President of Finland Sauli Niinisto at the Finnish side's initiative.","http://eng.kremlin.ru/news/23189"
"143",143,"Telephone conversation with Prime Minister of Serbia Aleksandar Vucic","2014-11-05","Vladimir Putin had a telephone conversation with Prime Minister of Serbia Aleksandar Vucic on the Serbian side’s initiative.","http://eng.kremlin.ru/news/23188"
"144",144,"Vladimir Putin will meet with members of CSTO Parliamentary Assembly on November 6","2014-11-05","Vladimir Putin will meet with members of the Collective Security Treaty Organisation (CSTO) Parliamentary Assembly in Moscow on November 6.","http://eng.kremlin.ru/news/23183"
"145",145,"Meeting with leader of the Moldovan Party of Socialists Igor Dodon and former Prime Minister of Moldova Zinaida Grechany","2014-11-05","On November 4, Vladimir Putin had a brief meeting after an official reception marking National Unity Day with leader of the Moldovan Party of Socialists Igor Dodon and former Prime Minister of Moldova Zinaida Grechany.","http://eng.kremlin.ru/news/23182"
"146",146,"Vladimir Putin will meet with President of Peru Ollanta Humala on November 7","2014-11-05","President of Peru Ollanta Humala will make an official visit to Russia on November 6-9 at Mr Putin’s invitation. The two leaders will hold a summit meeting on November 7 in Moscow.","http://eng.kremlin.ru/news/23180"
"147",147,"Meeting with permanent members of the Security Council","2014-10-31","Vladimir Putin met with permanent members of the Security Council.","http://eng.kremlin.ru/news/23163"
"148",148,"Telephone conversation with Angela Merkel, Francois Hollande and Petro Poroshenko","2014-10-31","Vladimir Putin had a telephone conversation in the early hours of October 31 with Federal Chancellor of Germany Angela Merkel, President of France Francois Hollande and President of Ukraine Petro Poroshenko, to discuss matters related to the crisis in Ukraine.","http://eng.kremlin.ru/news/23160"
"149",149,"Meeting with Interpol Secretary General Ronald Noble","2014-10-29","Vladimir Putin received Interpol Secretary General Ronald Noble at his residence in Novo Ogaryovo.","http://eng.kremlin.ru/news/23152"
"150",150,"Telephone conversation with President of Brazil Dilma Rousseff","2014-10-27","Vladimir Putin had a telephone conversation with President of Brazil Dilma Rousseff, during which the President of Russia warmly congratulated Dilma Rousseff on her victory in the presidential election.","http://eng.kremlin.ru/news/23142"
"151",151,"Congratulations to President of Brazil Dilma Rousseff","2014-10-27","Vladimir Putin sent a message of congratulations to President of Brazil Dilma Rousseff on her re-election.","http://eng.kremlin.ru/news/23141"
"152",152,"Congratulations to President of Turkmenistan Gurbanguly Berdymukhamedov","2014-10-27","Vladimir Putin sent his congratulations to President of Turkmenistan Gurbanguly Berdymukhamedov on the country’s national holiday, Independence Day.","http://eng.kremlin.ru/news/23139"
"153",153,"Telephone conversation with German Federal Chancellor Angela Merkel","2014-10-24","At Germany’s initiative, Vladimir Putin had a telephone conversation with Federal Chancellor of Germany Angela Merkel.","http://eng.kremlin.ru/news/23136"
"154",154,"Meeting with Crown Prince of Abu Dhabi Mohammed bin Zayed Al Nahyan","2014-10-23","Vladimir Putin met with the Crown Prince of Abu Dhabi, Deputy Supreme Commander of the United Arab Emirates Armed Forces Mohammed bin Zayed Al Nahyan.","http://eng.kremlin.ru/news/23135"
"155",155,"Telephone conversation with President of Ukraine Petro Poroshenko","2014-10-21","Vladimir Putin had a telephone conversation with President of Ukraine Petro Poroshenko.","http://eng.kremlin.ru/news/23128"
"156",156,"Telephone conversation with Israeli Prime Minister Benjamin Netanyahu","2014-10-21","Vladimir Putin had a telephone conversation with Prime Minister of Israel Benjamin Netanyahu, during which the Russian President congratulated Mr Netanyahu on his 65th birthday and wished him success in his important state activity.","http://eng.kremlin.ru/news/23127"
"157",157,"Telephone conversation with President of Belarus Alexander Lukashenko","2014-10-21","Vladimir Putin had a telephone conversation with President of Belarus Alexander Lukashenko.","http://eng.kremlin.ru/news/23126"
"158",158,"Condolences to President of France Francois Hollande","2014-10-21","Vladimir Putin sent a telegram of condolences to President of France Francois Hollande over the death of Total’s Chairman and CEO Christophe de Margerie and three crew members.","http://eng.kremlin.ru/news/23124"
"159",159,"Answers to journalists’ questions following visit to Italy","2014-10-17",NA,"http://eng.kremlin.ru/news/23120"
"160",160,"Vladimir Putin had a number of bilateral meetings on the sidelines of the ASEM Summit","2014-10-17",NA,"http://eng.kremlin.ru/news/23117"
"161",161,"Meeting with President of Ukraine Petro Poroshenko","2014-10-17","A bilateral meeting between Vladimir Putin and Ukrainian President Petro Poroshenko took place in Milan.","http://eng.kremlin.ru/news/23119"
"162",162,"Meeting with Federal Chancellor of Austria Werner Faymann","2014-10-17","Vladimir Putin met with Federal Chancellor of Austria Werner Faymann.","http://eng.kremlin.ru/news/23118"
"163",163,"Meeting with Italian Prime Minister Matteo Renzi","2014-10-17","Vladimir Putin and Italian Prime Minister Matteo Renzi held talks over a working lunch. Russia’s representatives at the meeting also included Foreign Minister Sergei Lavrov and Presidential Aide Yury Ushakov.","http://eng.kremlin.ru/news/23115"
"164",164,"Meeting of the leaders of Russia, Ukraine, Germany and France","2014-10-17","Vladimir Putin met in Milan with President of Ukraine Petro Poroshenko, Federal Chancellor of Germany Angela Merkel and President of France Francois Hollande.","http://eng.kremlin.ru/news/23113"
"165",165,"ASEM Summit","2014-10-17","Vladimir Putin took part in a working session of the Asia-Europe (ASEM) Summit, where he addressed the session Enhancing Dialogue and Cooperation between Europe and Asia and Future Direction of ASEM.","http://eng.kremlin.ru/news/23111"
"166",166,"Working breakfast hosted by Italian Prime Minister Matteo Renzi","2014-10-17","Vladimir Putin attended a working breakfast hosted by Italian Prime Minister Matteo Renzi.","http://eng.kremlin.ru/news/23112"
"167",167,"Meeting with Federal Chancellor of Germany Angela Merkel","2014-10-17","Vladimir Putin met with Federal Chancellor of Germany Angela Merkel during a working visit to Italy.","http://eng.kremlin.ru/news/23110"
"168",168,"Meeting with President of Italy Giorgio Napolitano","2014-10-17","Vladimir Putin met with President of Italy Giorgio Napolitano in Milan.","http://eng.kremlin.ru/news/23109"
"169",169,"Vladimir Putin arrived in Milan to attend the ASEM Summit","2014-10-16",NA,"http://eng.kremlin.ru/news/23108"
"170",170,"Military parade to mark the 70th anniversary of the liberation of Belgrade","2014-10-16","Vladimir Putin, President of Serbia Tomislav Nikolic and Prime Minister of Serbia Aleksandar Vucic attended the Victors’ March military parade marking the 70th anniversary of the liberation of Belgrade from fascist occupiers.","http://eng.kremlin.ru/news/23105"
"171",171,"Press statement following Russian-Serbian talks and answers to journalists’ questions","2014-10-16",NA,"http://eng.kremlin.ru/transcripts/23104"
"172",172,"Talks with Serbian Prime Minister Aleksandar Vucic","2014-10-16","Vladimir Putin met with Prime Minister of the Republic of Serbia Aleksandar Vucic.","http://eng.kremlin.ru/news/23103"
"173",173,"Vladimir Putin awarded the Order of the Republic of Serbia I Degree","2014-10-16","President of Serbia Tomislav Nikolic has awarded the Order of the Republic of Serbia I Degree to President of Russia Vladimir Putin.","http://eng.kremlin.ru/news/23102"
"174",174,"Meeting with President of Serbia Tomislav Nikolic","2014-10-16","In the course of his working visit to Serbia, Vladimir Putin met with President of Serbia Tomislav Nikolic.","http://eng.kremlin.ru/news/23101"
"175",175,"Visit to Liberators of Belgrade Memorial","2014-10-16","Vladimir Putin began his working visit to Serbia with a visit to the Liberators of Belgrade Memorial Complex, where together with President of Serbia Tomislav Nikolic he paid tribute to the memory of World War II victims by laying wreathes at the Liberators of Belgrade Monument and the Monument to Soviet Soldiers.","http://eng.kremlin.ru/news/23100"
"176",176,"Interview to Politika newspaper","2014-10-15","Ahead of his visit to Serbia, Vladimir Putin gave an interview to the leading Serbian daily Politika.","http://eng.kremlin.ru/news/23099"
